,Zone,Recipy_Name,Main_Ingredients,Ingredients,Recipy_Link
62,east,Fruit Chaat Recipe,['fresh fruits'],"['Apple - 1, large, cubed\r', 'Banana - 1, sliced\r', 'Grapes - 1/4 cup, seedless or de-seed\r', 'Watermelon - 1 1/2 cups, cubes OR Papaya\r', 'Pomegranate - 1/4 cup (optional)\r', 'Orange - 1 cup, segments\r', 'Pineapple - 1 cup, cubes\r', 'Black salt - 1/2 tsp\r', 'Roasted cumin powder - 1/2 tsp\r', 'Chaat masala powder - 1/2 tsp\r', 'Black pepper powder - 1/4 tsp (freshly ground)']",http://www.sailusfood.com/2015/05/11/fruit-chaat-recipe/
63,east,Mango pudding recipe,"['agar agar', ' mango']","['Ripe mango pieces  - 2 cups\r', 'Milk - 1 cup\r', 'Cardamom powder - pinch OR vanilla essence - 2 drops\r', 'Sugar - 1/4 cup (adjust according to the sweetness of mango)\r', 'Agar agar strips - 5 gms, soak 3/4 cup of water for 10 mins (china grass)']",http://www.sailusfood.com/2016/04/30/mango-pudding-recipe-eggless-mango-dessert/
64,east,Indo Chinese Food ~ Schezwan Vegetable Noodles,"['vegetables', ' noodles', ' red chilies']",[],http://www.sailusfood.com/2010/12/06/indo-chinese-food-schezwan-vegetable-noodles/
65,east,Thotakura Undalu ~ Crispy Amaranth Leaves Balls,"['amaranth leaves', ' besan']",[],http://www.sailusfood.com/2011/10/28/thotakura-undalu-crispy-amaranth-leaves-balls/
66,east,Pesara Pappu Kattu- Split Lentil Seasoned with Spices,['moong dal'],[],http://www.sailusfood.com/2006/02/02/pesara-pappu-kattu-split-lentil-seasoned-with-spices/
67,east,Besan ladoo recipe,"['besan', ' ghee']","['Chickpea flour - 2 1/4 cups (besan/senagapindi), coarse (sift without lumps)\r', 'Ghee - 1/2 cup, melted (clarified/neyyi)\r', 'Powdered sugar - 3/4 cup \r', 'Khoya - 1/3 cup (saute in a tbsp of ghee for 3 mts)\r', 'Cardamom powder - 1/2 tsp (elaichi/elakaya)\r', 'Almonds - 1/4 cup (badam/badam pappu)\r', 'Cashew nuts - 1/4 cup (kaju/jeedipappu) ']",http://www.sailusfood.com/2016/01/23/besan-ladoo-recipe/
68,east,Ice cream recipe,"['full fat milk', ' vanilla essence']","['Full fat milk - 3 1/2 cups\r', 'Fresh cream - 400 ml (Amul)\r', 'Corn flour - 1 1/2 tbsps, heaped (add to 1/2 cup of boiled and cooled milk and mix well)\r', 'Vanilla extract - 1 1/2 tsps (or scrape seeds from one vanilla bean/pod)\r', 'Sugar - 3/4 cup (you can use upto 1 cup)']",http://www.sailusfood.com/2015/06/05/ice-cream-recipe/
69,east,Mushroom masala recipe,['mushrooms'],"['Mushrooms - 250 gms, cleaned, sliced and blanched for a few secs in hot water\r', 'Onion - 1, large, finely sliced\r', 'Green chilis - 2, slit\r', 'Ginger - 1/2"" piece, minced\r', 'Garlic - 2 cloves, minced\r', 'Tomatoes - 2, large, blanched in hot water for 3 mts, peeled and pureed\r', 'Red chili powder - 1/2 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Jaggery - 1/2 tsp, grated OR sugar\r', 'Cashew nuts - 8, soaked in 1/4 cup warm milk or warm water for 10 mts, ground to a paste\r', 'Kasuri methi - 1/2 tsp, crushed\r', 'Salt to taste \r', 'Fresh coriander leaves for garnish\r', 'Oil - 3-4 tbsps OR [oil - 1 tbsp + 2 tbsps ghee] Vegans can avoid ghee\r', 'Dry roast for 3 mts on low and grind to a fine powder:\r', 'Black pepper corns - 5\r', 'Cloves - 2\r', 'Cinnamon stick - 1/2""\r', 'Black cardamom - 1\r', 'Cumin seeds - 1/4 tsp\r', 'Coriander seeds - 1/2 tsp']",http://www.sailusfood.com/2016/02/12/mushroom-masala-recipe-mushroom-recipes/
70,east,Fruity Channa Salad,['white chickpeas'],[],http://www.sailusfood.com/2006/07/09/fruity-channa-salad/
71,east,Chocolate Nankhatai ,"['maida', ' semolina', ' ghee', ' cocoa powder', ' sugar']",[],http://www.sailusfood.com/2010/08/13/chocolate-nankhatai/
72,east,Senaga Pachadi - Besan Chutney,['chickpea flour'],"['1 1/4 cup besan/senaga pindi/chickpea flour\r', 'gooseberry sized tamarind (soak in 2 1/2 -3 cups of water, extract juice and discard pulp)\r', 'salt to taste\r', '1/2 tsp mustard seeds\r', '1 tsp cumin seeds\r', '5-6 garlic cloves (crushed)\r', '2 dry red chillis (de-seed and tear)\r', '10-12 curry leaves\r', '1/2 tbsp oil']",http://www.sailusfood.com/2008/04/16/senaga-pachadi-besan-chutney/
73,east,Mango Picking & Childhood Memories,['mangoes'],[],http://www.sailusfood.com/2008/04/28/mango-picking-childhood-memories/
74,east,Janthikalu - Andhra Savory Snack,['rice flour'],"['2 cups rice flour\r', '1 cup chick pea flour/besan/senaga pindi\r', '1 1/2 tbsp sesame seeds\r', '1 tbsp ajwain/vaamu\r', '1 tsp red chilli pwd\r', 'salt to taste\r', '2 tbsps hot ghee\r', 'oil for deep frying']",http://www.sailusfood.com/2008/10/07/janthikalu-andhra-savory-snack/
75,east,Prawn Fried Rice,['prawns'],[],http://www.sailusfood.com/2009/06/01/prawn-fried-rice/
76,east,Boorelu,"['chana dal', ' jaggery']","['1/2 cup cup black gram dal/urad dal/minappappu\r', '1 cup rice\r', '1 cup bengal gram/channa dal/sengapappu\r', '1 cup sugar or 1 cup grated jaggery (adjust according to your choice)\r', '1/4 cup fresh grated coconut (optional)\r', '3/4 tsp cardamom powder\r', 'salt to taste\r', 'oil for deep frying']",http://www.sailusfood.com/2007/01/08/boorelu/
77,east,Chocolate Mousse,"['chocolate', ' cream']","['Eggs - 3\r', 'Cornflour - 1 tsp\r', 'Castor sugar - 4 tbsps\r', 'Milk - 300 ml\r', 'Water - 3 tbsps\r', 'Vanilla extract - 1/2 tsp\r', 'Whipping cream - 300 ml\r', 'Dark chocolate -  225 gms, chopped (60% cacao solids\r', 'Gelatin - 2 1/2 tsps OR Agar agar flakes - 2.5 gms OR Agar agar powder - 1/2 tsp']",http://www.sailusfood.com/2013/10/19/chocolate-mousse-easy-dessert-recipes/
78,east,Spicy Chicken Legs,['chicken legs'],[],http://www.sailusfood.com/2010/04/11/spicy-chicken-legs/
79,east,Almond Cookies,"['flour', ' almonds']","['Plain Flour - 2/3 cup\r', 'Corn flour - 2 tbsps\r', 'Almond meal - 1/2 cup (ground almonds)\r', 'Butter - 1/3 cup OR 5 1/2 tbsps, softened\r', 'Powdered sugar - 1/3 cup\r', 'Salt - 1/4 tsp\r', 'Baking powder - 1/2 tsp']",http://www.sailusfood.com/2013/12/24/almond-cookies-recipe-eggless-kids/
80,east,Natural Home Remedies To Fight Common Cold -Meme,[],[],http://www.sailusfood.com/2006/01/18/natural-home-remedies-to-fight-common-cold-meme/
81,east,"Small breads - Buns, Pav, Bowknot & Twist Rolls",['flour'],[],http://www.sailusfood.com/2008/07/11/small-breads-buns-pav-bowknot-twist-rolls/
82,east,Red Pumpkin Curry ~ Kaddu ki Sabzi,"['kaddu', ' pumpkin']",[],http://www.sailusfood.com/2005/11/15/yerra-gummadikaya-pumpkin-curry/
83,east,Gojju Avalakki ~ Tangy Spiced Poha,"['beaten rice', ' tamarind']","['Poha - 2 1/2 cups, thick variety (beaten rice/atukulu/aval)\r', 'Water - 2 cups\r', 'Jaggery - 1 1/2 tbsps, grated (can reduce or increase according to individual preference)\r', 'Tamarind paste - 1 1/2 tbsps\r', 'Rasam powder - 2 heaped tsps, home made or store bought\r', 'Salt to taste\r', 'Coriander leaves - 2 tbsps, finely chopped\r', 'Fresh coconut - 2 tbsps, grated (optional)\r', 'Dry roast and grind to a coarse powder: (OPTIONAL)\r', 'Black pepper corns - 7-8\r', 'Sesame seeds - 1 heaped tablespoon (til/nuvvulu)\r', 'For poppu/tadka/tempering:\r', 'Oil - 1 tbsp\r', 'Mustard seeds - 1 tsp\r', 'Urad dal - 1 tsp (split black gram dal/minappa pappu)\r', 'Curry leaves - 1 sprig\r', 'Asafoetida - large pinch\r', 'Peanuts - fistful, roasted']",http://www.sailusfood.com/2013/11/20/gojju-avalakki-quick-breakfast-recipes/
84,east,Cake Pops,"['cake', ' chocolate']","['Left over cake crumbs - 5 cups (I used chocolate mud cake)\r', 'Frosting of your choice - 1/2 cup to 1 cup (approx) (I used chocolate buttercream frosting)\r', 'Dark Chocolate - 200 gms, melted over double boiler\r', 'Sprinkles\r', 'Lollipop Stick or Kebab sticks']",http://www.sailusfood.com/2012/12/25/cake-pops-recipe/
85,east,Roasted Red Pepper Hummus,"['red bell pepper', ' chickpeas']","['1 1/4 cup chickpeas, wash and soak in 3 cups water and a tsp of baking soda overnight\r', 'Sesame seeds - 1/4 cup\r', 'Olive oil - 5 tbsps\r', 'Red bell peppers - 2\r', 'Lemon juice - 4 tbsps\r', 'Garlic -2,  roast in a tsp of olive oil and lighty crush\r', 'Cayenne pepper - 1/2 tsp (red chili powder or paprika can be used in its place)\r', 'Roasted cumin powder - 1/2 tsp\r', 'Roasted coriander powder - 1/2 tsp (optional)\r', 'Salt to taste ']",http://www.sailusfood.com/2013/04/15/roasted-red-pepper-hummus-recipe/
86,east,Rabri Recipe,['milk'],"['Full cream milk - 2 lts\r', 'Sugar - 1/4 cup (for a sweeter taste you add another 1 to 2 tbsps)\r', 'Cardamom powder - 1/2 tsp\r', 'Saffron - 7-8 strands (soaked in 2 tbsps of warm milk)\r', 'Pistachios - fistful\r', 'Almonds - 7-8, blanched and peeled\r', 'Kewra essence or Rose water - few drops (optional)']",http://www.sailusfood.com/2014/03/14/rabri-recipe-easy-sweet-indian/
87,east,Vegetable Kati Roll,"['vegetables', ' wheat flour']",[],http://www.sailusfood.com/2010/11/23/vegetable-kati-roll/
88,east,Punugulu with Dosa batter,"['urad dal', ' rice']","['Dosa Batter - 2 cups\r', 'Rice flour - 1 - 2 tbsps\r', 'Semolina - 2 tbsps (semolina/cream of wheat)\r', 'Onions - 1/2, finely chopped\r', 'Green chili paste - 1 tsp or 2 finely chopped green chilies\r', 'Cumin seeds - 1/2 tsp\r', 'Curry leaves - 1 sprig, finely chopped\r', 'Coriander leaves - 2 tbsps, finely chopped\r', 'Salt to taste\r', 'Oil for deep frying']",http://www.sailusfood.com/2012/07/21/punugulu-recipe-with-dosa-batter/
89,east,Sprouts Fried Rice - Indo-Chinese Fusion Cooking,['sprouts'],[],http://www.sailusfood.com/2006/01/21/sprouts-fried-rice-indo-chinese-fusion-cooking/
90,east,Basic White Bread,['flour'],[],http://www.sailusfood.com/2008/06/27/basic-white-bread/
91,east,Eggless Banana Crumb Muffins,['bananas'],[],http://www.sailusfood.com/2008/05/22/eggless-banana-crumb-muffins/
92,east,Dal pakwan recipe,"['chana dal', ' maida']","['Chana dal - 1 cup (split Bengal gram), wash and soak in water for 2 hours or overnight\r', 'Turmeric powder - 1/4 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Asafoetida - 1/2 tsp\r', 'Ginger - 1/2"", finely minced\r', 'Green chilies - 2, slit, lengthwise\r', 'Curry leaves - 1 sprig\r', 'Tomato - 1, small, finely chopped (optional)\r', 'Red chili powder - 3/4 tsp\r', 'Amchur powder - 1/2 tsp\r', 'Garam masala - 1/4 tsp\r', 'Jaggery - 1/2 tsp (optional)\r', 'Oil - 2 tbsps OR ghee or butter (I used ghee)\r', 'Salt to taste\r', 'Water - 2 cups\r', 'Coriander leaves - 2 tbsps, finely chopped for garnish\r', 'Onions - 1, medium, finely chopped for garnish\r', 'Green chutney - 1/4 cup\r', 'Sweet chutney - 1/4 cup\r', 'For Pakwan:\r', 'All purpose flour - 1 cup (maida)\r', 'Whole wheat flour - 1 cup (atta)\r', 'Semolina - 1/4 cup (sooji)\r', 'Oil - 2 tbsps or ghee\r', 'Salt to taste\r', 'Carom seeds - 1/2 tsp (ajwain)\r', 'Black pepper corns - 1/2 tsp, crushed (optional)\r', 'Water as required\r', 'Oil for deep frying']",http://www.sailusfood.com/2016/03/05/dal-pakwan-recipe-sindhi-food/
93,east,Momos chutney recipe,"['garlic', ' red chilies']","['Tomato – 1\r', 'Garlic - 8 cloves\r', 'Red chilies - 3-4, tear, de-seed and soak in 1/2 cup warm water for 15-20 mins\r', 'Soy sauce - 1/4 tsp (optional)\r', 'Vinegar - 1 tbsp\r', 'Sugar - 1 tsp\r', 'Oil – 1 1/2 tbsps\r', 'Salt to taste']",http://www.sailusfood.com/2016/03/19/momos-chutney-recipe-how-to-make-momos-chutney/
94,east,Blog Maintenance Notice,[],[],http://www.sailusfood.com/2014/10/02/blog-maintenance-notice/
95,east,Andhra Chicken Pickle ,['chicken'],[],http://www.sailusfood.com/2008/11/05/andhra-chicken-pickle/
96,east,Vegetable Noodles & Vegetables in Spicy Garlic Sauce,"['noodles', ' carrots']",[],http://www.sailusfood.com/2008/06/18/vegetable-noodles-vegetables-in-spicy-garlic-sauce/
97,east,Carrot Chutney - Carrot Perugu Pachadi,"['carrot', ' yogurt']","['Carrot - 1, large, peel and grate\r', 'Ginger - 1/2"", finely minced\r', 'Onion - 1, small, finely minced\r', 'Yogurt - 1 1/2 cups (curd)\r', 'Green chili - 2, finely chopped\r', 'Oil - 1 1/2 tbsps\r', 'Mustard seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Asofoetida - 1/4 tsp (hing/inguva)\r', 'Curry leaves - 1 sprig\r', 'Salt to taste\r', 'Coriander leaves - 1 tbsp, finely chopped \r', 'Coconut - 1 tbsp, grated']",http://www.sailusfood.com/2005/12/08/carrot-perugu-pachadi-carrot-yogurt-salad/
98,east,Minappa Sunnundalu - Black Gram Lentil Sweet,"['urad dal', ' sugar', ' ghee']","['1 cup black gram lentil (without husk)\r', '1 tbsp raw rice\r', '1 cup granulated sugar\r', '1/2 cup ghee/clarified butter']",http://www.sailusfood.com/2005/12/09/minappa-sunni-undalu-black-gram-lentil-sweet/
99,east,Rice Ravva Upma,['rice rava'],[],http://www.sailusfood.com/2006/12/05/rice-ravva-upma/
100,east,Nutella Swirl Cupcakes,"['flour', ' nutella']","['Maida - 1 1/2 cups (flour)\r', 'Baking powder - 2 tsps\r', 'Salt - 1/4 tsp\r', 'Butter - 1/4 cup (room temp)\r', 'Oil - 1/4 cup (I used olive oil)\r', 'Sugar - 3/4 cup\r', 'Vanilla extract - 1 1/2 tsps\r', 'Eggs - 2\r', 'Milk - 1/3 cup\r', 'Yogurt - 1/3 cup (curd)\r', 'Nutella - as required']",http://www.sailusfood.com/2013/07/08/nutella-swirl-cupcakes-recipe/
101,east,Rasam recipe,['tamarind'],"['Water - 2 1/2 cups\r', 'Tamarind - Indian gooseberry size, soak in 1/2 cup warm water for 10 mts, extract juice\r', 'Tomato - 1, small, crushed (optional)\r', 'Turmeric powder - 1/4 tsp\r', 'Jaggery - 1 tsp\r', 'Curry leaves - 6\r', 'Coriander leaves with stalks - finely chopped (1/4 cup)\r', 'Cumin seeds - 1/2 tsp, freshly hand pounded in a mortar pestle\r', 'Garlic cloves - 2-3, crushed (optional)\r', 'Black pepper corns - 1/2 tsp, freshly crushed\r', 'Salt to taste\r', 'For tempering:\r', 'Oil or ghee - 1 1/2 tsps\r', 'Mustard seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Dry red chilli - 1, tear and de-seed\r', 'Asafoetida - 1/2 tsp\r', 'Curry leaves - 1 sprig']",http://www.sailusfood.com/2015/07/23/rasam-recipe-south-indian-rasam/
102,east,Keerai vadai,"['urad dal', ' spinach']","['Urad dal - 1 1/2 cups, soak in water for 2 to 3 hours\r', 'Onion - 1, medium, finely chopped\r', 'Spinach - 1/3 cup, chopped and packed OR amaranth leaves/thotakura\r', 'Fresh coriander leaves - 1/3 cup, chopped and packed\r', 'Fresh mint leaves - 1/3, cup, chopped and packed\r', 'Curry leaves - 1/4, cup, chopped and packed\r', 'Green chilies - 4, finely chopped\r', 'Ginger - 1"" knob, finely minced\r', 'Cumin - 1/2 tsp (optional)\r', 'Salt to taste\r', 'Oil for deep frying']",http://www.sailusfood.com/2016/04/04/keerai-vadai-recipe-urad-dal/
103,east,Veg momos recipe,"['flour', ' cabbage']","['All purpose flour - 2 cups\r', 'Oil - 1 tsp\r', 'Salt to taste\r', 'Water - luke warm to knead the flour\r', 'For vegetable filling:\r', 'Cabbage - 1 cup, packed, finely chopped\r', 'Carrot - 3/4 cup, finely chopped\r', 'Onion - 1, medium size, finely chopped\r', 'Green chilies - 1-2, finely minced\r', 'Garlic - 2 clove, finely minced\r', 'Ginger - 1/2"", finely minced\r', 'Soy sauce - 1 tsp\r', 'Black pepper powder - 1/4 tsp\r', 'Sugar - 1/4 tsp (optional)\r', 'Salt to taste']",http://www.sailusfood.com/2016/03/18/veg-momos-recipe-how-to-make-veg-momos/
104,east,Charcoal Grilled Pomfret  (With Traditional Indian Earthen Stove),['pomfret'],[],http://www.sailusfood.com/2006/04/02/charcoal-grilled-pomfret-with-traditional-indian-earthen-stove/
105,east,Miriyala Annam - Pepper Flavored Rice,"['black peppercorns', ' rice']","['3 cups of cooked white rice (each grain should be separate)\r', '1 1/2 tbsp ghee (clarified butter)\r', '1 tsp cumin seeds\r', '3/4 tsp mustard seeds\r', '1 1/2 tbsp black pepper corns\r', '1 1/2 tbsp seasame seeds\r', '10-12 curry leaves (fresh leaves only)\r', 'salt to taste']",http://www.sailusfood.com/2006/04/15/miriyala-annam-pepper-flavored-rice/
106,east,Masala paratha recipe,"['whole wheat flour', ' spices']","['Whole wheat flour - 2 cups\r', 'Salt - 1/2 tsp\r', 'Water as required\r', 'Ghee - 4-5 tbsps\r', 'Mint leaves - 3 tbsps, finely chopped\r', 'Coriander leaves - 5 tbsps, finely chopped\r', 'For masala powder:\r', 'Red chili powder - 2 tsps, Kashmiri \r', 'Turmeric powder - 1/2 tsp\r', 'Coriander powder - 2 tbsps\r', 'Saunf powder - 1 tbsp (aniseed/sompu)\r', 'Roasted cumin powder - 1/2 tsp\r', 'Amchur powder - 1/2 tsp OR chaat masala powder\r', 'Kasuri methi - 2 tsps, crushed (optional)\r', 'Garam masala powder - 1/4 tsp']",http://www.sailusfood.com/2016/01/26/masala-paratha-recipe/
107,east,"Mamidikaya perugu pachadi, green mango yogurt chutney andhra style","['raw mango', ' yogurt']","['Yogurt - 1 1/2 cups, fresh and beaten till smooth\r', 'Raw mango - 1, medium size, peeled and chopped\r', 'Shallots - 4, peeled and chopped (sambar onions) [optional]\r', 'Green chilies - 2, finely chopped\r', 'Turmeric powder - 1/4 tsp\r', 'Salt to taste\r', 'For tempering:\r', 'Mustard seeds - 1/2 tsp\r', 'Split gram dal - 1 tsp\r', 'Dry red chilies - 2, tear and de-seed\r', 'Asafoetida - 1/2 tsp\r', 'Curry leaves - 2 sprigs\r', 'Oil - 1 tbsp']",http://www.sailusfood.com/2016/04/23/mamidikaya-perugu-pachadi-green-mango-yogurt-chutney-andhra/
108,east,Uppu Kudumulu & Undrallu,['rice flour'],[],http://www.sailusfood.com/2009/08/24/uppu-kudumulu-undrallu/
109,east,Peas Pulao,"['peas', ' rice']","['Basmati rice - 1 1/2 cups, wash and soak in water for 5 mts \r', 'Green peas (fresh) - 1/2 cup\r', 'Cloves - 4\r', 'Cinnamon stick - 1""\r', 'Bay leaf - 1\r', 'Onions - 1, large, finely sliced\r', 'Green chilies - 2-3, slit\r', 'Ginger garlic paste - 3/4 tsp\r', 'Sugar - pinch (optional)\r', 'Pudina - 15 leaves (fresh mint)\r', 'Water - 2 2/3 cups\r', 'Salt to taste\r', 'Oil - 1/2 tbsp\r', 'Ghee - 1/2 tbsp (vegans can avoid ghee and substitute with oil)']",http://www.sailusfood.com/2013/02/23/peas-pulao-recipe/
110,east,Swiss Roll Recipe ,"['flour', ' eggs', ' jam']","['Eggs - 4\r', 'Sugar - 3/4 cup, fine granulated sugar\r', 'Buttermilk - 2 tbsps\r', 'Oil - 1 tbsp\r', 'Cider vinegar - 1 tsp\r', 'Vanilla extract - 1 tsp\r', 'All purpose flour - 1 cup\r', 'Baking powder - 1 tsp\r', 'Salt - pinch\r', 'Filling:\r', 'Jam of your choice or Whipped cream\r', 'Cherries for garnish (optional)']",http://www.sailusfood.com/2013/08/21/swiss-roll-recipe/
111,east,Chura Matar (no onion no garlic recipe),"['poha', ' matar']","['Beaten rice flakes - 2 cups, (poha/atukulu/aval) thick variety\r', 'Milk - 1 1/2 cups (whole milk is preferrred but you can use low fat)\r', 'Green peas - 1 cup, (matar/batani)\r', 'Ginger green chili paste (2 green chilies+1"" ginger piece)\r', 'Fresh coriander leaves - 1/3 cup packed (separate stems and finely chop)\r', 'Sugar - 1 tsp (can increase by another half a tsp) or jaggery\r', 'Black pepper powder - 1/4 tsp\r', 'Garam masala powder - 1/2 tsp \r', 'Lemon juice - 1 tbsp\r', 'Salt to taste\r', 'For tempering:\r', 'Ghee - 1 1/2 tbsps\r', 'Cumin seeds - 1 tsp\r', 'Asafoetida - 1/4 tsp']",http://www.sailusfood.com/2013/12/06/chura-matar-recipe-no-onion-no-garlic/
112,east,"Diwali Sweets ~ Teepi Gavvalu, Besan Laddu & Halwa Boorelu","['sugar', ' flour', ' chickpea flour']",[],http://www.sailusfood.com/2009/10/17/diwali-sweets-teepi-gavvalu-besan-laddu-halwa-boorelu/
113,east,Mushroom fry,['mushroom'],"['Edible white mushrooms - 3 cups, cleaned, skin peeled and sliced\r', 'Onions - 2, medium, sliced\r', 'Tomato - 1, medium, chopped\r', 'Green chilis - 2, slit lengthwise\r', 'Ginger garlic paste - 1 tsp \r', 'Crushed black pepper powder - 6- 7 peppercorns\r', 'Turmeric powder - 1/4 tsp\r', 'Red chili powder - 1/2 tsp\r', 'Coriander powder - 1 1/2 tsps\r', 'Saunf powder - 3/4 tsp\r', 'Garam masala powder - 1/4 tsp\r', 'Coconut Milk - 1/4 cup (optional)\r', 'Lemon juice - 1 tsp\r', 'Ghee - 2 tbsps\r', 'Oil - 2 tbsps\r', 'Fresh coriander leaves - 2 tbsps for garnish']",http://www.sailusfood.com/2016/01/29/mushroom-fry-recipe-mushroom-recipes-indian/
114,east,Mango Rasam,"['raw mango', ' jaggery']","['Raw mango - 1, medium size, peeled and chopped\r', 'Jaggery - 1 tbsp (can increase if mango is too sour)\r', 'Green chilies - 1, slit\r', 'Turmeric powder - 1/4 tsp (optional)\r', 'Salt to taste\r', 'For tempering:\r', 'Oil - 1/2 tbsp\r', 'Mustard seeds - 1/2 tsp\r', 'Urad dal - 1/2 tsp (split gram dal)\r', 'Red chilies - 2, tear and de-seed\r', 'Curry leaves - 1 sprig\r', 'Asafoetida - 1/2 tsp']",http://www.sailusfood.com/2015/07/16/mango-rasam-indian-mango-recipes/
115,east,Fruit and Nut Shortbread Cookies,"['flour', ' dried fruits and nuts']","['All purpose flour - 1 cup\r', 'Cornflour - 2 tbsps\r', 'Butter - 1/2 cup, room temperature, softened\r', 'Powdered sugar - 1/2 cup (can reduce slightly for a less sweeter taste)\r', 'Salt - pinch\r', 'Vanilla extract - 1/2 tsp\r', 'Cardamom powder - 1/4 tsp (OR clove powder)\r', 'Lemon zest - 1/4 tsp (optional)\r', 'Dried fruits and nuts - 1/4 cup each of finely chopped raisins, dried cranberries, pistachios, almonds']",http://www.sailusfood.com/2013/12/11/fruit-and-nut-shortbread-cookies-recipe/
